Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Region,Product_ID,Category,Sub-Category,Product_Name,Sales,Quantity,Profit,Returns,Payment_Mode,Order_Year,Order_Quarter,Order_Month,Order_Month_Name,Order_Day,Order_Day_Name,Shipping_Days,Sales_Per_Unit,Profit_Per_Unit,Profit_Margin,Customer_Order_Count,Customer_Total_Sales,Customer_Total_Profit,Product_Order_Count,Product_Total_Sales,Product_Total_Profit,Product_Total_Quantity,Product_Profit_Margin,Region_Total_Sales,Region_Total_Profit,State_Total_Sales,State_Total_Profit,City_Total_Sales,City_Total_Profit,Segment_Total_Sales,Segment_Total_Profit,Category_Total_Sales,Category_Total_Profit,SubCategory_Total_Sales,SubCategory_Total_Profit,ShipMode_Order_Count,PaymentMode_Order_Count,Return_Flag
863,CA-2019-134474,2019-05-01,2019-07-01,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,South,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,191.472,6,40.6878,No,COD,2019.0,2.0,5.0,May,1.0,Wednesday,61.0,31.912000000000003,6.781300000000001,21.25,5,3080.881,655.4408,7,1102.822,211.8159,23,19.206716949788813,252121.081,26551.7163,49914.999,-227.7464999999999,15390.086,-578.7137,509743.1262,57805.7991,470587.991,90458.2486,122301.086,25336.6455,568,1717,0
864,CA-2019-134474,2019-05-01,2019-07-01,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,South,OFF-AR-10003958,Office Supplies,Art,Newell 337,5.248,2,0.5904,No,Online,2019.0,2.0,5.0,May,1.0,Wednesday,61.0,2.624,0.2952,11.25,5,3080.881,655.4408,2,133.49599999999998,1.1808,4,0.8845208845208847,252121.081,26551.7163,49914.999,-227.7464999999999,15390.086,-578.7137,509743.1262,57805.7991,643707.687,74797.2461,50762.976,3635.9257,568,1562,0
865,CA-2019-134474,2019-05-01,2019-07-01,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,South,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",59.184,2,5.1786,No,COD,2019.0,2.0,5.0,May,1.0,Wednesday,61.0,29.592,2.5893,8.75,5,3080.881,655.4408,4,430.328,23.3037,9,5.415334349612389,252121.081,26551.7163,49914.999,-227.7464999999999,15390.086,-578.7137,509743.1262,57805.7991,470587.991,90458.2486,196563.546,22308.9179,568,1717,0
2162,CA-2019-101938,2019-07-01,2019-12-01,Standard Class,DW-13480,Dianna Wilson,Home Office,United States,Oakland,California,West,OFF-AR-10003696,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,34.58,1,10.0282,No,COD,2019.0,3.0,7.0,July,1.0,Monday,153.0,34.58,10.0282,29.000000000000004,4,1653.998,194.0821,2,513.16,20.0564,2,3.9084106321615097,522441.052,67859.9582,335190.256,49372.175,4523.062,778.443,303059.0679,36117.7193,643707.687,74797.2461,50762.976,3635.9257,1773,1717,0
8031,CA-2019-158806,2019-07-01,2019-11-01,Standard Class,NM-18520,Neoma Murray,Consumer,United States,Amarillo,Texas,Central,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",23.076,3,-10.9611,No,COD,2019.0,3.0,7.0,July,1.0,Monday,123.0,7.692,-3.6537,-47.5,7,2136.643,815.6189,9,654.258,59.3017,29,9.06396253465758,341007.5242,27450.0071,116261.9302,-14078.1598,785.5848,-111.0756,753002.1291,81338.5875,451508.6452,10006.6112,92691.218,8034.4328,1773,1717,0
8032,CA-2019-158806,2019-07-01,2019-11-01,Standard Class,NM-18520,Neoma Murray,Consumer,United States,Amarillo,Texas,Central,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,25.92,5,9.072,No,Cards,2019.0,3.0,7.0,July,1.0,Monday,123.0,5.184,1.8144,34.99999999999999,7,2136.643,815.6189,5,308.536,34.992,15,11.341302149506054,341007.5242,27450.0071,116261.9302,-14078.1598,785.5848,-111.0756,753002.1291,81338.5875,643707.687,74797.2461,99453.612,21112.3779,1773,985,0
6851,US-2019-100461,2019-08-01,2019-12-01,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Franklin,Wisconsin,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1565.88,6,407.1288,No,Online,2019.0,3.0,8.0,August,1.0,Thursday,122.0,260.98,67.8548,26.0,5,3155.179,480.3852,3,3411.74,882.1124,13,25.855205848042345,341007.5242,27450.0071,21490.09,5252.5593,7206.733,1291.466,509743.1262,57805.7991,451508.6452,10006.6112,57577.6862,-342.88830000000013,1773,1562,0
6852,US-2019-100461,2019-08-01,2019-12-01,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Franklin,Wisconsin,Central,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,106.05,7,49.8435,No,Cards,2019.0,3.0,8.0,August,1.0,Thursday,122.0,15.15,7.1205,47.0,5,3155.179,480.3852,4,314.31,72.72,20,23.13639400591772,341007.5242,27450.0071,21490.09,5252.5593,7206.733,1291.466,509743.1262,57805.7991,643707.687,74797.2461,174978.38999999998,17885.3759,1773,985,0
7808,US-2019-137295,2019-08-01,,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Raleigh,North Carolina,South,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",30.828,7,-24.6624,No,Cards,2019.0,3.0,8.0,August,1.0,Thursday,,4.404,-3.5232,-80.0,2,407.516,-14.255300000000002,9,501.364,49.912,35,9.955242099552422,252121.081,26551.7163,39705.125,-4827.692300000001,3793.408,339.1958,753002.1291,81338.5875,643707.687,74797.2461,174978.38999999998,17885.3759,1773,985,0
7809,US-2019-137295,2019-08-01,,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Raleigh,North Carolina,South,OFF-AR-10001955,Office Supplies,Art,Newell 319,47.616,3,5.952,No,COD,2019.0,3.0,8.0,August,1.0,Thursday,,15.872,1.984,12.5,2,407.516,-14.255300000000002,5,432.112,39.68,14,9.182804458103451,252121.081,26551.7163,39705.125,-4827.692300000001,3793.408,339.1958,753002.1291,81338.5875,643707.687,74797.2461,50762.976,3635.9257,1773,1717,0
7810,US-2019-137295,2019-08-01,,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Raleigh,North Carolina,South,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,108.784,2,10.8784,No,COD,2019.0,3.0,8.0,August,1.0,Thursday,,54.392,5.4392,10.0,2,407.516,-14.255300000000002,4,655.508,-10.878400000000005,13,-1.6595373359287762,252121.081,26551.7163,39705.125,-4827.692300000001,3793.408,339.1958,753002.1291,81338.5875,470587.991,90458.2486,196563.546,22308.9179,1773,1717,0
3209,CA-2019-108882,2019-09-01,,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Fresno,California,West,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,349.95,5,118.983,No,COD,2019.0,3.0,9.0,September,1.0,Sunday,,69.99,23.7966,34.0,7,6689.91,1576.6746,4,1399.8,429.7386,21,30.700000000000006,522441.052,67859.9582,335190.256,49372.175,4078.446,665.5685,509743.1262,57805.7991,470587.991,90458.2486,122301.086,25336.6455,1773,1717,0
3210,CA-2019-108882,2019-09-01,,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Fresno,California,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,377.928,9,141.723,No,Cards,2019.0,3.0,9.0,September,1.0,Sunday,,41.992,15.747000000000002,37.50000000000001,7,6689.91,1576.6746,2,564.896,204.711,13,36.23870588568516,522441.052,67859.9582,335190.256,49372.175,4078.446,665.5685,509743.1262,57805.7991,470587.991,90458.2486,196563.546,22308.9179,1773,985,0
3702,CA-2019-126543,2019-09-01,,Second Class,MF-17665,Maureen Fritzler,Corporate,United States,Toledo,Ohio,East,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",15.168,2,3.792,No,Cards,2019.0,3.0,9.0,September,1.0,Sunday,,7.584,1.896,25.0,4,385.054,118.461,6,610.2239999999999,58.776,21,9.631872886022183,450234.666,53400.4243,68194.86,-9339.4223,2346.841,240.4926,509743.1262,57805.7991,451508.6452,10006.6112,92691.218,8034.4328,568,985,0
4667,CA-2019-116547,2019-10-01,,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,West,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,79.92,4,34.3656,No,Cards,2019.0,4.0,10.0,October,1.0,Tuesday,,19.98,8.5914,43.0,5,1099.548,337.2916,4,406.812,73.926,10,18.17203032358928,522441.052,67859.9582,92975.18,21466.6555,77924.542,18839.3111,509743.1262,57805.7991,451508.6452,10006.6112,92691.218,8034.4328,1773,985,0
4668,CA-2019-116547,2019-10-01,,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,West,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,69.98,2,13.2962,No,COD,2019.0,4.0,10.0,October,1.0,Tuesday,,34.99,6.6481,19.0,5,1099.548,337.2916,3,488.88,51.4353,13,10.521048109965635,522441.052,67859.9582,92975.18,21466.6555,77924.542,18839.3111,509743.1262,57805.7991,470587.991,90458.2486,122301.086,25336.6455,1773,1717,0
6970,CA-2019-163937,2019-10-01,,Second Class,JB-16000,Joy Bell-,Consumer,United States,Longview,Washington,West,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",24.85,5,7.7035,No,Cards,2019.0,4.0,10.0,October,1.0,Tuesday,,4.970000000000001,1.5407,31.0,7,908.1188,126.7649,6,400.388,29.3727,21,7.336059022747935,522441.052,67859.9582,92975.18,21466.6555,297.21000000000004,38.8983,753002.1291,81338.5875,451508.6452,10006.6112,92691.218,8034.4328,568,985,0
1026,CA-2019-126529,2019-11-01,,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,East,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,15.552,3,5.4432,No,Online,2019.0,4.0,11.0,November,1.0,Friday,,5.184,1.8144,35.0,1,94.452,16.147199999999998,4,425.576,28.7712,13,6.760531608925316,450234.666,53400.4243,68194.86,-9339.4223,26563.202,1508.6366,303059.0679,36117.7193,643707.687,74797.2461,99453.612,21112.3779,568,1562,0
1027,CA-2019-126529,2019-11-01,,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,East,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,63.312,3,20.5764,No,Cards,2019.0,4.0,11.0,November,1.0,Friday,,21.104,6.8588,32.5,1,94.452,16.147199999999998,3,366.492,154.0592,14,42.03616995732513,450234.666,53400.4243,68194.86,-9339.4223,26563.202,1508.6366,303059.0679,36117.7193,643707.687,74797.2461,99453.612,21112.3779,568,985,0
1028,CA-2019-126529,2019-11-01,,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,East,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,15.588,2,-9.8724,No,Online,2019.0,4.0,11.0,November,1.0,Friday,,7.794,-4.9362,-63.33333333333334,1,94.452,16.147199999999998,5,320.508,-20.5242,11,-6.403646710846532,450234.666,53400.4243,68194.86,-9339.4223,26563.202,1508.6366,303059.0679,36117.7193,470587.991,90458.2486,196563.546,22308.9179,568,1562,0
8522,CA-2019-141887,2019-11-01,,Standard Class,MP-17470,Mark Packer,Home Office,United States,Columbus,Ohio,East,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,54.992,14,8.9362,No,Online,2019.0,4.0,11.0,November,1.0,Friday,,3.928,0.6383,16.25,1,54.992,8.9362,2,157.81199999999998,12.1768,16,7.716016525992954,450234.666,53400.4243,68194.86,-9339.4223,36398.885,4818.0624,303059.0679,36117.7193,451508.6452,10006.6112,92691.218,8034.4328,1773,1562,0
7269,CA-2019-133368,,,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Concord,North Carolina,South,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,89.568,2,32.4684,No,Cards,,,,,,,,44.784,16.2342,36.25000000000001,6,3874.0976,-220.4319,4,480.86,163.4616,8,33.993594809300006,252121.081,26551.7163,39705.125,-4827.692300000001,5500.668,857.4495000000001,753002.1291,81338.5875,643707.687,74797.2461,99453.612,21112.3779,1773,985,0
7270,CA-2019-133368,,,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Concord,North Carolina,South,FUR-FU-10003374,Furniture,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,315.776,8,31.5776,No,Online,,,,,,,,39.472,3.9472,10.0,6,3874.0976,-220.4319,2,495.7960000000001,73.0232,11,14.72847703490952,252121.081,26551.7163,39705.125,-4827.692300000001,5500.668,857.4495000000001,753002.1291,81338.5875,451508.6452,10006.6112,92691.218,8034.4328,1773,1562,0
2878,CA-2019-152072,,,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,East,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,52.34,2,24.5998,No,Cards,,,,,,,,26.17,12.2999,46.99999999999999,7,5788.731,-913.3912,3,211.956,66.9952,8,31.6080695993508,450234.666,53400.4243,32086.942,7213.0952,636.72,153.17579999999998,303059.0679,36117.7193,643707.687,74797.2461,16542.464,3508.5073,1773,985,0
2879,CA-2019-152072,,,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,East,OFF-AR-10001573,Office Supplies,Art,American Pencil,4.66,2,1.3514,No,COD,,,,,,,,2.33,0.6757,29.0,7,5788.731,-913.3912,4,225.96,8.1084,12,3.58842272968667,450234.666,53400.4243,32086.942,7213.0952,636.72,153.17579999999998,303059.0679,36117.7193,643707.687,74797.2461,50762.976,3635.9257,1773,1717,0
2880,CA-2019-152072,,,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,East,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,254.97,3,91.7892,No,Cards,,,,,,,,84.99,30.5964,36.0,7,5788.731,-913.3912,4,1271.898,268.5684,11,21.11556115348872,450234.666,53400.4243,32086.942,7213.0952,636.72,153.17579999999998,303059.0679,36117.7193,470587.991,90458.2486,122301.086,25336.6455,1773,985,0
3236,CA-2019-140746,,,Same Day,RC-19825,Roy Collins,Consumer,United States,Fairfield,Connecticut,East,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",181.797,1,-15.5826,No,COD,,,,,,,,181.797,-15.5826,-8.571428571428571,5,941.849,57.1146,2,692.753,-264.9042,7,-38.23934360443044,450234.666,53400.4243,15034.697,2339.0135,11466.078,907.3211,753002.1291,81338.5875,451508.6452,10006.6112,119293.743,-11091.6365,163,1717,0
3742,CA-2019-137848,,,Standard Class,WB-21850,William Brown,Consumer,United States,New York City,New York,East,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",16.52,4,7.5992,No,Online,,,,,,,,4.13,1.8998,46.0,6,4426.225,695.1632999999999,3,133.692,14.6202,9,10.935732878556683,450234.666,53400.4243,186748.097,41012.0212,154919.699,34760.2974,753002.1291,81338.5875,643707.687,74797.2461,16542.464,3508.5073,1773,1562,0
3743,CA-2019-137848,,,Standard Class,WB-21850,William Brown,Consumer,United States,New York City,New York,East,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,60.12,9,28.8576,No,COD,,,,,,,,6.68,3.2064000000000004,48.00000000000001,6,4426.225,695.1632999999999,4,514.2,44.6224,16,8.678024115130299,450234.666,53400.4243,186748.097,41012.0212,154919.699,34760.2974,753002.1291,81338.5875,643707.687,74797.2461,99453.612,21112.3779,1773,1717,0
3744,CA-2019-137848,,,Standard Class,WB-21850,William Brown,Consumer,United States,New York City,New York,East,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.536,3,17.3376,No,Cards,,,,,,,,16.512,5.7792,35.0,6,4426.225,695.1632999999999,5,360.936,94.944,15,26.30494048806436,450234.666,53400.4243,186748.097,41012.0212,154919.699,34760.2974,753002.1291,81338.5875,643707.687,74797.2461,174978.38999999998,17885.3759,1773,985,0
5968,CA-2019-166912,,,First Class,BE-11335,Bill Eplett,Home Office,United States,New York City,New York,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,81.98,2,40.1702,No,Online,,,,,,,,40.99,20.0851,49.0,5,4467.676,1487.7739,8,1440.958,448.4306,26,31.12031023804996,450234.666,53400.4243,186748.097,41012.0212,154919.699,34760.2974,303059.0679,36117.7193,643707.687,74797.2461,99453.612,21112.3779,499,1562,0
26,CA-2019-121755,,,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,11.648,2,4.2224,No,Cards,,,,,,,,5.824,2.1112,36.25000000000001,5,738.025,20.77620000000001,4,238.224,1.3832000000000004,11,0.5806299952985426,522441.052,67859.9582,335190.256,49372.175,120017.4405,19174.9301,753002.1291,81338.5875,643707.687,74797.2461,174978.38999999998,17885.3759,568,985,0
27,CA-2019-121755,,,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,West,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57,3,11.7741,No,COD,,,,,,,,30.19,3.9247,13.0,5,738.025,20.77620000000001,3,418.204,8.7551,13,2.0934998230528645,522441.052,67859.9582,335190.256,49372.175,120017.4405,19174.9301,753002.1291,81338.5875,470587.991,90458.2486,122301.086,25336.6455,568,1717,0
876,CA-2019-116736,,,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord,New Hampshire,East,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",322.59,3,64.518,No,COD,,,,,,,,107.53,21.506,20.0,9,3442.286,364.2663,4,840.712,105.059,12,12.496431596075707,450234.666,53400.4243,2848.01,697.1219,5500.668,857.4495000000001,303059.0679,36117.7193,451508.6452,10006.6112,92691.218,8034.4328,1773,1717,0
877,CA-2019-116736,,,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord,New Hampshire,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,29.99,1,13.1956,No,Online,,,,,,,,29.99,13.1956,44.00000000000001,9,3442.286,364.2663,7,803.838,183.5388,18,22.83280959596336,450234.666,53400.4243,2848.01,697.1219,5500.668,857.4495000000001,303059.0679,36117.7193,470587.991,90458.2486,122301.086,25336.6455,1773,1562,0
878,CA-2019-116736,,,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord,New Hampshire,East,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,3,66.9546,No,Online,,,,,,,,123.99,22.3182,18.0,9,3442.286,364.2663,8,6530.756,1856.6766,32,28.429734627966504,450234.666,53400.4243,2848.01,697.1219,5500.668,857.4495000000001,303059.0679,36117.7193,470587.991,90458.2486,122301.086,25336.6455,1773,1562,0
2303,CA-2019-106558,,,Standard Class,DL-13495,Dionis Lloyd,Corporate,United States,Columbus,Georgia,South,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,316.0,4,31.6,No,Online,,,,,,,,79.0,7.9,10.0,7,3505.742,-103.13779999999996,3,1087.4,7.900000000000006,15,0.7265035865366934,252121.081,26551.7163,37260.69,9994.4165,36398.885,4818.0624,509743.1262,57805.7991,470587.991,90458.2486,122301.086,25336.6455,1773,1562,0
